loss,val_loss,dice,val_dice
0.30979323387145996,0.1865285485982895,0.6611308455467224,0.7571899890899658
0.06234677508473396,0.35879871249198914,0.9264382123947144,0.5764990448951721
0.04619407653808594,0.16406047344207764,0.945052981376648,0.8185310363769531
0.03825601190328598,0.06823993474245071,0.9544498920440674,0.9233672618865967
0.03213739022612572,0.041114214807748795,0.961548388004303,0.9506348371505737
0.027715599164366722,0.02824961394071579,0.967017650604248,0.9668048024177551
0.0248369500041008,0.02435280941426754,0.9705084562301636,0.9719105958938599
0.0226654764264822,0.021234463900327682,0.9730945825576782,0.975358247756958
0.021125411614775658,0.02202620729804039,0.9747379422187805,0.9744304418563843
0.019954947754740715,0.018706616014242172,0.9761930108070374,0.9782975316047668
0.018622267991304398,0.01808207668364048,0.9776921272277832,0.9789091944694519
0.01805451326072216,0.019630663096904755,0.9783125519752502,0.9776373505592346
0.017388667911291122,0.018078701570630074,0.9790993332862854,0.9792906641960144
0.017076682299375534,0.0164174884557724,0.9794022440910339,0.9806761145591736
0.016347797587513924,0.01683606579899788,0.9802576899528503,0.9801819324493408
0.015991976484656334,0.01625767908990383,0.9806768298149109,0.9809607267379761
0.01574784517288208,0.016589224338531494,0.9810042977333069,0.9806133508682251
0.015439403243362904,0.016195833683013916,0.9812427163124084,0.9811838865280151
0.015287104994058609,0.015794681385159492,0.9815449714660645,0.9815663695335388
0.015060662291944027,0.015799064189195633,0.9817615747451782,0.9815420508384705
0.01496811117976904,0.015734795480966568,0.9818459749221802,0.9816030859947205
0.014849195256829262,0.01571516878902912,0.9819798469543457,0.9816315174102783
0.01475314050912857,0.015638412907719612,0.9820967316627502,0.9817501902580261
0.01474396325647831,0.015513715334236622,0.9821420311927795,0.9818612933158875
0.014640385285019875,0.015539242886006832,0.9822647571563721,0.9818406701087952
0.01580919325351715,0.016623087227344513,0.980847954750061,0.9807815551757812
0.015374739654362202,0.014699689112603664,0.981286883354187,0.9827638268470764
0.014642365276813507,0.0164068341255188,0.9822173118591309,0.9808465242385864
0.014722232706844807,0.015064394101500511,0.9819955825805664,0.9823143482208252
0.014329059049487114,0.01451309584081173,0.9824780225753784,0.9829539060592651
0.013935048133134842,0.01500431913882494,0.9829806089401245,0.9824953675270081
0.013519708067178726,0.01460860762745142,0.9835551977157593,0.9829264283180237
0.013333495706319809,0.01381533220410347,0.9836955070495605,0.9838743805885315
0.013135232031345367,0.01741313748061657,0.9839803576469421,0.9806660413742065
0.013002440333366394,0.014810494147241116,0.9841042160987854,0.9827097654342651
0.012575127184391022,0.014443202875554562,0.9846363067626953,0.9834057092666626
0.012339961715042591,0.014282808639109135,0.9849064350128174,0.983483612537384
0.01213650219142437,0.013948977924883366,0.9851397275924683,0.983841598033905
0.011957752518355846,0.014505757950246334,0.9853940606117249,0.9835163354873657
0.011874350719153881,0.01390834804624319,0.9854698777198792,0.9840027689933777
0.011790663003921509,0.01370896678417921,0.9855729341506958,0.9841877222061157
0.01155390776693821,0.013492157682776451,0.9858632683753967,0.9844193458557129
0.011469310149550438,0.013755415566265583,0.9859737157821655,0.9842919111251831
0.011375387199223042,0.013513070531189442,0.9860630631446838,0.9844905138015747
0.011259108781814575,0.013847035355865955,0.9862110614776611,0.9841889142990112
0.011222342029213905,0.013658859767019749,0.9862561821937561,0.9843927025794983
0.011175922118127346,0.01400293130427599,0.986339807510376,0.9841070771217346
0.011130193248391151,0.013632508926093578,0.9864004850387573,0.9844823479652405
0.01108942087739706,0.013535167090594769,0.9864347577095032,0.9845691919326782
0.011102055199444294,0.0135631263256073,0.986419141292572,0.9845414161682129
