loss,val_loss,dice,val_dice
0.5468554496765137,0.5775415897369385,0.09865176677703857,0.1277616173028946
0.3345285952091217,0.41281887888908386,0.40461763739585876,0.28219494223594666
0.2518693208694458,0.3913848102092743,0.5579010844230652,0.316640168428421
0.21578754484653473,0.3625747561454773,0.6223158240318298,0.38426822423934937
0.19417433440685272,0.2783662676811218,0.6597399115562439,0.5196719169616699
0.17492292821407318,0.2041228860616684,0.6933903694152832,0.6434846520423889
0.1640034317970276,0.18712177872657776,0.7128051519393921,0.6695083379745483
0.1525183618068695,0.17307278513908386,0.7322062849998474,0.6941138505935669
0.14843450486660004,0.15299001336097717,0.7388317584991455,0.7288766503334045
0.13863666355609894,0.1476260870695114,0.7563843131065369,0.7394566535949707
0.13302484154701233,0.13937871158123016,0.7660007476806641,0.752893328666687
0.12754426896572113,0.1412609964609146,0.7749810814857483,0.7499192953109741
0.12181208282709122,0.13777145743370056,0.7853797674179077,0.7574000358581543
0.11939390003681183,0.1283746361732483,0.7895464301109314,0.7719234228134155
0.11375167220830917,0.12659047544002533,0.7995748519897461,0.7752842903137207
0.10973214358091354,0.12426882982254028,0.8066950440406799,0.7794225811958313
0.10871016979217529,0.12412558495998383,0.8090013265609741,0.779686450958252
0.10606095939874649,0.12689337134361267,0.8137186169624329,0.7753831148147583
0.10420595854520798,0.1213374212384224,0.8165556192398071,0.7844110131263733
0.10315138846635818,0.12172136455774307,0.8187121152877808,0.784637451171875
0.10202305018901825,0.12458021938800812,0.8205843567848206,0.780005931854248
0.10098303109407425,0.11973634362220764,0.8223706483840942,0.7879281640052795
0.10083191096782684,0.11894360929727554,0.82277512550354,0.7893226146697998
0.10047318041324615,0.11978153884410858,0.8235712051391602,0.7879053950309753
0.10038561373949051,0.11950122565031052,0.8235588669776917,0.7883765697479248
0.11134122312068939,0.12949055433273315,0.8045897483825684,0.7712659239768982
0.1081887036561966,0.11836172640323639,0.8092969655990601,0.7890574336051941
0.10482881218194962,0.11829071491956711,0.815255343914032,0.7900378108024597
0.101388119161129,0.1179962158203125,0.8209180235862732,0.7904592156410217
0.09635059535503387,0.11173628270626068,0.8301852941513062,0.8024175763130188
0.09422430396080017,0.11249469965696335,0.834043025970459,0.8004651069641113
0.09041880816221237,0.11034324765205383,0.840225338935852,0.8044481873512268
0.09162607043981552,0.10743585973978043,0.8383310437202454,0.8093087077140808
0.08570355921983719,0.10796429216861725,0.8489148020744324,0.8077722191810608
0.08431511372327805,0.10754439234733582,0.8512367010116577,0.8102725744247437
0.08210975676774979,0.10899891704320908,0.8553497195243835,0.8082674741744995
0.08147040009498596,0.10391059517860413,0.8559500575065613,0.8164659142494202
0.07864750921726227,0.10301697254180908,0.8612893223762512,0.8180161714553833
0.07697196304798126,0.09996567666530609,0.8643373250961304,0.823378324508667
0.0755806714296341,0.1017124205827713,0.8670246601104736,0.8206095099449158
0.07428263872861862,0.10032839328050613,0.8691755533218384,0.8224232196807861
0.07279001921415329,0.10148739814758301,0.8716942071914673,0.8210548162460327
0.07171890884637833,0.09989599883556366,0.8736168146133423,0.8237358927726746
0.0710807666182518,0.09960287809371948,0.8749974370002747,0.8239335417747498
0.07037412375211716,0.09856458008289337,0.8761951923370361,0.826206386089325
0.06998472660779953,0.09832266718149185,0.8769352436065674,0.8265413641929626
0.06939930468797684,0.09851624816656113,0.8777990341186523,0.8260884881019592
0.06900879740715027,0.09727156162261963,0.8783280849456787,0.8279672265052795
0.06865014880895615,0.097865529358387,0.8790489435195923,0.8270521759986877
0.0687929093837738,0.09759800136089325,0.8788893222808838,0.8274296522140503
